product_id,product_name,category,price,discount,average_rating,num_reviews,review_variance,description_keywords,title_similarity,image_quality_score,seller_id,seller_rating,seller_tenure_months,return_rate,shipping_time_days,complaint_count,verified_seller,price_to_market_avg_ratio,rating_to_review_ratio,discount_rating_correlation,genuine_label
P0154,Sweater Wool Blend,Fashion,3456.78,26.4,4.01,378,1.06,genuine imported,0.823,0.801,S0154,4.23,29,5.12,4,4,1,0.691356,0.010608,105.85,1
P0155,Washing Machine 7kg,Home,18976.34,57.9,2.34,712,1.98,replica discounted,0.523,0.478,S0155,2.56,9,24.89,12,13,0,3.795268,0.003287,135.49,0
P0156,Highlighter Glow,Beauty,789.45,8.7,4.67,178,0.54,premium authentic,0.912,0.901,S0156,4.78,42,1.89,2,1,1,0.15789,0.026236,40.63,1
P0157,Nerf Gun Blaster,Toys,1876.89,19.5,4.23,278,0.89,authentic sealed,0.867,0.845,S0157,4.45,34,3.34,3,3,1,0.375378,0.015216,82.49,1
P0158,Flaxseed Ground,Grocery,567.89,6.8,4.78,89,0.41,imported genuine,0.923,0.912,S0158,4.89,46,1.56,2,1,1,0.113578,0.053708,32.5,1
P0159,Desktop Computer i7,Electronics,42378.9,69.2,1.98,856,2.15,discounted replica,0.445,0.378,S0159,1.89,4,33.67,15,15,0,8.47578,0.002313,137.02,0
P0160,Hoodie Cotton,Fashion,2134.56,18.7,4.34,312,0.88,premium warranty,0.867,0.856,S0160,4.56,36,3.23,3,2,1,0.426912,0.01391,81.16,1
P0161,Gas Stove 4 Burner,Home,8765.43,39.8,3.34,534,1.57,refurbished limited,0.689,0.645,S0161,3.12,17,12.78,7,9,0,1.753086,0.006255,132.94,0
P0162,Blush Powder Compact,Beauty,678.45,7.9,4.89,145,0.49,authentic original,0.923,0.912,S0162,4.91,47,1.67,2,1,1,0.13569,0.033724,38.63,1
P0163,Play Dough Set,Toys,456.78,8.4,4.56,123,0.51,premium genuine,0.912,0.901,S0163,4.67,40,2.12,2,1,1,0.091356,0.037073,38.3,1
P0164,Turmeric Powder Organic,Grocery,892.34,9.5,4.45,112,0.56,imported premium,0.889,0.878,S0164,4.78,43,2.01,2,1,1,0.178468,0.039732,42.28,1
P0165,VR Headset Gaming,Electronics,23456.78,60.3,2.67,723,2.01,replica discounted,0.545,0.489,S0165,2.45,8,27.12,13,14,0,4.691356,0.003693,161,0
P0166,Jeans Skinny Fit,Fashion,2876.9,23.1,4.23,356,0.95,genuine sealed,0.856,0.834,S0166,4.45,33,3.78,3,3,1,0.57538,0.011882,97.71,1
P0167,Chimney Kitchen Hood,Home,11234.67,45.7,3.12,578,1.66,discounted limited,0.678,0.634,S0167,2.89,15,13.89,8,9,0,2.246934,0.005398,142.6,0
P0168,Setting Spray Makeup,Beauty,1123.45,11.5,4.67,201,0.59,premium authentic,0.901,0.889,S0168,4.78,41,2.12,2,1,1,0.22469,0.023234,53.71,1
P0169,STEM Robot Kit,Toys,3456.89,27.9,3.98,389,1.2,authentic warranty,0.801,0.778,S0169,4.12,27,6.78,4,5,1,0.691378,0.010232,111.1,1
P0170,Sesame Oil Cold Press,Grocery,1234.67,12.7,4.34,145,0.68,imported original,0.878,0.867,S0170,4.56,37,2.67,2,2,1,0.246934,0.029931,55.12,1
P0171,Fitness Tracker Band,Electronics,3987.45,29.4,3.89,423,1.24,discounted warranty,0.778,0.745,S0171,3.98,25,7.34,5,5,1,0.79749,0.009197,114.39,1
P0172,Kurta Traditional,Fashion,1876.45,16.2,4.45,289,0.8,premium sealed,0.889,0.867,S0172,4.67,38,2.89,3,2,1,0.37529,0.015398,72.09,1
P0173,Stand Mixer 1200W,Home,9876.23,42.8,3.23,556,1.63,replica refurbished,0.678,0.612,S0173,3.01,14,14.56,8,9,0,1.975246,0.005809,138.24,0
P0174,Bronzer Contour,Beauty,987.65,9.7,4.78,189,0.55,authentic premium,0.912,0.901,S0174,4.89,45,1.78,2,1,1,0.19753,0.025291,46.37,1
P0175,Basketball Hoop Set,Toys,4567.89,32.6,3.67,445,1.4,discounted limited,0.734,0.701,S0175,3.78,22,9.45,6,6,1,0.913578,0.008247,119.61,1
P0176,Avocado Oil Extra Virgin,Grocery,1987.45,18.1,4.12,178,0.83,imported genuine,0.867,0.845,S0176,4.34,34,3.23,3,2,1,0.39749,0.023146,74.58,1
P0003,Elite Home Blender,Home,3245.89,22.15,3.89,412,1.23,original sealed,0.823,0.782,S0003,4.12,29,5.67,4,3,1,0.649178,0.009442,86.16,1
P0177,Tablet Pen Stylus,Electronics,2134.56,21.4,4.12,334,0.97,genuine sealed,0.845,0.823,S0177,4.34,31,4.01,3,3,1,0.426912,0.012335,88.15,1
P0178,Ankle Boots Leather,Fashion,4321.78,35.9,3.45,456,1.49,refurbished discounted,0.712,0.667,S0178,3.45,18,11.23,7,8,0,0.864356,0.007565,123.9,0
P0179,Microwave Convection,Home,13456.89,51.2,2.78,645,1.87,replica limited,0.578,0.523,S0179,2.67,11,21.89,11,12,0,2.691378,0.00431,142.33,0
P0180,Lip Tint Long Lasting,Beauty,567.23,6.6,4.89,134,0.43,premium original,0.934,0.923,S0180,4.91,48,1.45,2,0,1,0.113446,0.036493,32.27,1
P0013,Smart LED TV 55inch,Electronics,18765.43,45.6,2.89,534,1.78,replica discounted,0.623,0.512,S0013,2.67,12,18.45,9,12,0,3.753086,0.005412,131.81,0
P0181,Magnetic Building Tiles,Toys,2345.89,20.4,4.34,289,0.9,authentic genuine,0.867,0.856,S0181,4.56,35,3.12,3,2,1,0.469178,0.015017,88.56,1
P0182,Coconut Milk Canned,Grocery,456.78,5.9,4.67,89,0.39,imported sealed,0.912,0.901,S0182,4.78,42,1.78,2,1,1,0.091356,0.052472,27.55,1
P0183,Printer Laser Color,Electronics,17890.23,56.4,2.56,678,1.95,discounted replica,0.534,0.489,S0183,2.45,9,26.45,12,14,0,3.578046,0.003776,144.39,0
P0184,Track Pants Sports,Fashion,1234.89,13.5,4.45,245,0.73,premium warranty,0.889,0.867,S0184,4.67,37,2.78,3,2,1,0.246978,0.018163,60.08,1
P0185,Electric Oven Toaster,Home,5432.67,32.1,3.78,467,1.36,discounted imported,0.756,0.723,S0185,3.89,23,8.89,5,6,1,1.086534,0.008094,121.33,1
P0186,Kajal Pencil Smudge,Beauty,345.78,4.7,4.78,98,0.34,authentic sealed,0.923,0.912,S0186,4.89,46,1.34,2,1,1,0.069156,0.048776,22.47,1
P0187,Bath Toy Set,Toys,678.9,10.2,4.56,145,0.59,premium genuine,0.901,0.889,S0187,4.67,39,2.23,2,1,1,0.13578,0.031448,46.51,1
P0188,Red Chili Powder,Grocery,567.34,7.3,4.45,98,0.47,imported original,0.889,0.878,S0188,4.56,40,1.98,2,1,1,0.113468,0.045408,32.49,1
P0189,Smart Speaker Voice,Electronics,5678.9,34.5,3.56,489,1.46,discounted warranty,0.723,0.689,S0189,3.67,20,10.45,6,7,1,1.13578,0.007281,122.84,1
P0190,Cargo Pants Utility,Fashion,2876.45,24.8,4.12,356,0.99,genuine imported,0.845,0.823,S0190,4.34,32,3.89,3,3,1,0.57529,0.011573,102.18,1
P0191,Food Processor 1500W,Home,7654.32,38.6,3.34,523,1.55,refurbished limited,0.689,0.645,S0191,3.12,16,12.67,7,9,0,1.530864,0.006386,129.06,0
P0192,Compact Powder Matte,Beauty,892.45,9.3,4.67,178,0.54,premium authentic,0.912,0.901,S0192,4.78,43,1.89,2,1,1,0.17849,0.026236,43.43,1
P0193,Trampoline Kids,Toys,5432.89,33.7,3.67,445,1.42,discounted limited,0.734,0.701,S0193,3.78,21,9.78,6,7,0,1.086578,0.008247,123.67,0
P0194,Nut Mix Roasted,Grocery,1876.45,17.6,4.23,189,0.82,imported premium,0.867,0.854,S0194,4.45,36,3.12,3,2,1,0.37529,0.022381,74.45,1
P0195,Mechanical Pencil Set,Electronics,892.34,10.7,4.34,167,0.66,authentic genuine,0.878,0.867,S0195,4.56,35,2.89,2,2,1,0.178468,0.025988,46.44,1
P0196,Tank Top Fitness,Fashion,567.89,8.1,4.56,134,0.55,premium sealed,0.901,0.889,S0196,4.67,39,2.12,2,1,1,0.113578,0.03403,36.93,1
P0197,Steam Iron Garment,Home,3456.78,27.2,3.89,412,1.23,genuine warranty,0.789,0.767,S0197,4.01,26,6.89,4,5,1,0.691356,0.009442,105.81,1
P0198,Nail Polish Remover,Beauty,234.56,3.8,4.89,78,0.3,authentic original,0.945,0.934,S0198,4.91,49,1.23,2,0,1,0.046912,0.062692,18.58,1
P0199,Sandbox Play Set,Toys,1456.78,15.1,4.34,212,0.76,premium genuine,0.878,0.867,S0199,4.56,36,2.89,3,2,1,0.291356,0.020472,65.54,1
P0200,Cinnamon Sticks Ceylon,Grocery,1123.45,11.9,4.23,123,0.64,imported sealed,0.867,0.856,S0200,4.34,34,2.67,2,2,1,0.22469,0.03439,50.34,1
P0004,Glow Beauty Serum,Beauty,1567.42,8.9,4.78,523,0.45,authentic premium,0.967,0.945,S0004,4.89,51,1.23,2,0,1,0.313484,0.009141,42.54,1
P0201,USB Flash Drive 128GB,Electronics,1234.67,14.3,4.12,289,0.87,genuine sealed,0.856,0.834,S0201,4.34,32,3.56,3,3,1,0.246934,0.014256,58.91,1
P0202,Polo T Shirt Striped,Fashion,1456.89,14.7,4.45,267,0.76,premium warranty,0.889,0.867,S0202,4.67,37,2.89,3,2,1,0.291378,0.016667,65.41,1
P0203,Refrigerator Double Door,Home,34567.89,66.3,2.23,756,2.04,replica discounted,0.512,0.456,S0203,2.34,7,28.67,13,15,0,6.913578,0.002949,147.86,0
P0204,Cleanser Foam Gentle,Beauty,678.9,7.8,4.78,156,0.5,authentic premium,0.912,0.901,S0204,4.89,44,1.78,2,1,1,0.13578,0.030641,37.29,1
P0205,Fidget Spinner Metal,Toys,234.56,5.2,4.67,89,0.38,premium original,0.923,0.912,S0205,4.78,42,1.89,2,1,1,0.046912,0.052472,24.28,1
P0206,Balsamic Vinegar,Grocery,1987.45,16.9,4.12,178,0.79,imported genuine,0.867,0.854,S0206,4.34,35,3.12,3,2,1,0.39749,0.023146,69.63,1
P0207,Smartwatch Fitness Pro,Electronics,9876.54,44.2,3.12,589,1.68,discounted replica,0.656,0.601,S0207,2.89,14,15.89,8,10,0,1.975308,0.005298,137.91,0
P0208,Socks Pack of 5,Fashion,456.78,6.4,4.56,112,0.48,genuine sealed,0.912,0.901,S0208,4.67,40,2.01,2,1,1,0.091356,0.040714,29.19,1
P0209,Grinder Wet Dry,Home,4567.23,30.4,3.78,456,1.3,discounted imported,0.767,0.734,S0209,3.89,24,8.12,5,5,1,0.913446,0.008289,114.94,1
P0210,Face Scrub Exfoliate,Beauty,1234.56,12.2,4.67,234,0.61,premium authentic,0.901,0.889,S0210,4.78,42,2.01,2,1,1,0.246912,0.019957,56.98,1
P0211,Alphabet Learning Toy,Toys,892.67,10.9,4.34,167,0.68,authentic genuine,0.878,0.867,S0211,4.56,37,2.67,3,2,1,0.178534,0.025988,47.31,1
P0212,Pasta Penne Organic,Grocery,567.89,7.1,4.56,98,0.45,imported sealed,0.901,0.889,S0212,4.78,41,1.89,2,1,1,0.113578,0.046531,32.38,1
P0213,Phone Gimbal Stabilizer,Electronics,7890.23,38.9,3.34,512,1.56,replica refurbished,0.678,0.634,S0213,3.01,15,12.89,7,9,0,1.578046,0.006523,129.93,0
P0214,Formal Pants Pleated,Fashion,2345.67,20.8,4.23,334,0.93,premium warranty,0.856,0.834,S0214,4.45,33,3.67,3,3,1,0.469134,0.012665,87.97,1
P0215,Water Heater Geyser,Home,15432.78,53.6,2.67,645,1.89,discounted limited,0.556,0.501,S0215,2.78,10,22.34,11,13,0,3.086556,0.00414,143.16,0
P0216,Eye Cream Anti Wrinkle,Beauty,2876.45,19.3,4.45,389,0.79,authentic premium,0.889,0.876,S0216,4.67,39,2.67,3,2,1,0.57529,0.011441,85.9,1
P0217,Doll House Wooden,Toys,3987.89,28.5,3.98,389,1.18,genuine sealed,0.812,0.789,S0217,4.12,28,6.45,4,4,1,0.797578,0.010232,113.45,1
P0218,Rice Noodles Organic,Grocery,892.34,9.6,4.34,123,0.58,imported original,0.878,0.867,S0218,4.56,38,2.34,2,2,1,0.178468,0.035285,41.66,1
P0219,Gaming Chair Ergonomic,Electronics,13456.78,49.7,2.89,634,1.83,replica discounted,0.589,0.523,S0219,2.67,11,20.67,10,12,0,2.691356,0.00456,143.62,0
P0220,Windcheater Jacket,Fashion,3456.89,26.7,4.01,389,1.05,premium imported,0.834,0.812,S0220,4.23,30,4.89,4,4,1,0.691378,0.010308,107.05,1
P0221,Fan Table Desk,Home,1876.45,18.4,4.23,298,0.89,genuine warranty,0.856,0.834,S0221,4.45,33,3.56,3,3,1,0.37529,0.014195,77.83,1
P0222,Perfume Roll On,Beauty,567.23,6.9,4.78,134,0.44,premium original,0.923,0.912,S0222,4.89,45,1.67,2,1,1,0.113446,0.035672,32.98,1
P0223,Slinky Spring Toy,Toys,234.67,4.9,4.89,78,0.32,authentic genuine,0.934,0.923,S0223,4.91,48,1.34,2,0,1,0.046934,0.062692,23.96,1
P0224,Saffron Threads Pure,Grocery,8765.43,42.3,3.23,445,1.59,imported premium,0.712,0.678,S0224,3.45,19,11.89,7,8,0,1.753086,0.007258,136.63,0
P0014,Trendy Leather Jacket,Fashion,5432.18,52.3,2.34,412,1.89,refurbished limited,0.567,0.487,S0014,2.45,8,22.67,11,15,0,1.086436,0.00568,122.41,0
P0225,Cable Organizer Kit,Electronics,678.45,8.6,4.56,145,0.56,genuine sealed,0.901,0.889,S0225,4.67,40,2.12,2,1,1,0.13569,0.031448,39.22,1
P0026,Elegant Evening Gown,Fashion,6789.12,48.9,2.67,489,1.76,replica refurbished,0.589,0.498,S0026,2.78,10,19.45,10,13,0,1.357824,0.00546,130.55,0
P0226,Chimney Auto Clean,Home,11234.56,46.8,3.12,578,1.67,discounted limited,0.667,0.623,S0226,2.89,14,14.67,8,10,0,2.246912,0.005398,146.04,0
P0227,Compact Mirror LED,Beauty,456.89,5.6,4.89,112,0.38,authentic premium,0.934,0.923,S0227,4.91,47,1.45,2,0,1,0.091378,0.043661,27.39,1
P0228,Water Play Mat,Toys,1234.67,13.4,4.34,189,0.71,premium genuine,0.878,0.867,S0228,4.56,36,2.78,3,2,1,0.246934,0.022963,58.16,1
P0229,Honey Manuka Premium,Grocery,6789.23,36.2,3.45,423,1.49,imported original,0.734,0.701,S0229,3.67,21,10.23,6,7,1,1.357846,0.008156,124.93,1
P0230,Bluetooth Earphones Sport,Electronics,2876.45,23.9,4.01,356,1.01,genuine warranty,0.823,0.801,S0230,4.23,30,4.67,4,4,1,0.57529,0.011264,95.79,1
P0231,Smartphone Budget 5G,Electronics,8976.54,58.4,2.12,678,1.96,replica discounted,0.512,0.445,S0231,2.01,6,28.45,13,14,0,1.795308,0.003127,123.86,0
P0232,Cargo Shorts Summer,Fashion,1234.89,,4.45,245,0.74,premium warranty,0.889,0.867,S0232,4.67,37,2.89,3,,1,0.246978,,55.08,1
P0233,Pressure Washer Electric,Home,12345.67,51.8,2.78,645,1.88,discounted replica,0.567,0.501,S0233,2.67,10,22.89,11,13,0,2.469134,0.00431,143.99,0
P0236,Mustard Oil Cold Press,Grocery,892.67,10.3,4.23,145,0.66,imported original,0.867,0.854,S0236,4.45,,3.12,3,2,1,0.178534,0.029172,43.57,1
P0237,Gaming Headset 7.1,Electronics,4567.89,62.7,1.89,567,2.05,replica refurbished,0.445,0.378,S0237,1.78,5,31.89,,12,0,0.913578,0.003334,118.48,0
P0238,Yoga Mat Thick,Fashion,987.45,,4.67,178,0.57,premium sealed,0.912,0.901,S0238,4.78,42,1.98,2,1,1,0.19749,,42.41,1
P0239,Sandwich Toaster Grill,Home,2876.9,24.6,3.89,412,1.07,genuine imported,0.801,0.778,S0239,4.01,27,5.89,4,4,1,0.57538,0.009442,95.69,1
P0240,Hair Gel Strong Hold,Beauty,456.78,6.8,4.78,123,0.46,authentic original,0.923,,S0240,4.89,46,1.56,2,1,1,0.091356,0.038862,32.5,1
P0241,Mini Basketball Game,Toys,678.9,11.4,4.34,156,0.69,premium genuine,0.878,0.867,S0241,4.56,36,2.78,3,2,1,0.13578,0.027821,49.48,1
P0242,Tomato Ketchup Organic,Grocery,345.67,5.3,,98,0.41,imported sealed,0.912,0.901,S0242,4.67,40,1.89,2,1,1,0.069134,0.046224,24.2,1
P0243,Laptop Stand Aluminum,Electronics,2134.56,26.9,3.78,389,1.15,discounted warranty,0.778,0.745,S0243,3.89,24,7.56,,5,1,0.426912,0.009717,101.67,1
P0244,Leggings High Waist,Fashion,1456.78,15.8,4.23,267,0.77,premium imported,0.867,0.845,S0244,4.45,35,3.12,3,2,1,0.291356,0.015843,66.83,1
P0245,Vacuum Cleaner Handheld,Home,5678.23,54.3,2.34,534,1.91,replica discounted,0.523,,S0245,2.45,8,24.67,12,13,0,1.135646,0.004382,127.07,0
P0246,Eyebrow Pencil Retract,Beauty,234.56,4.6,4.89,89,0.34,authentic premium,0.934,0.923,S0246,4.91,48,1.34,2,0,1,0.046912,0.054944,22.49,1
P0247,Wooden Puzzle 3D,Toys,1234.89,,4.45,212,0.75,genuine sealed,0.889,0.867,S0247,4.67,38,2.67,3,2,1,0.246978,0.020991,54.98,1
P0248,Cardamom Green Pods,Grocery,2345.67,19.6,4.12,189,0.84,imported original,0.856,0.845,S0248,4.34,34,3.45,3,,1,0.469134,0.021799,80.74,1
P0249,Soundbar Home Theater,Electronics,15678.9,59.8,2.23,712,1.99,discounted replica,0.498,0.434,S0249,2.12,7,27.89,13,15,0,3.13578,0.003132,133.34,0
P0250,Winter Gloves Thermal,Fashion,567.89,8.9,4.56,,0.52,premium warranty,0.901,0.889,S0250,4.78,41,2.12,2,1,1,0.113578,,40.59,1
P0251,Water Dispenser Hot Cold,Home,8765.43,43.7,2.89,589,1.72,refurbished limited,0.634,0.578,S0251,2.78,12,16.78,9,11,0,1.753086,0.004906,126.28,0
P0252,Serum Hyaluronic Acid,Beauty,1678.9,14.2,,312,0.68,authentic premium,0.901,0.887,S0252,4.78,42,2.23,2,2,1,0.33578,0.014519,60.32,1
P0253,Stacking Cups Toy,Toys,345.78,6.2,4.78,98,0.4,premium original,0.923,0.912,S0253,4.89,45,1.67,2,1,1,0.069156,0.048776,29.64,1
P0254,Buckwheat Flour Organic,Grocery,892.45,10.7,4.34,123,0.63,imported sealed,0.878,0.867,S0254,4.56,37,,2,2,1,0.17849,0.035285,46.44,1
P0255,Drone Racing FPV,Electronics,18976.54,64.2,1.98,789,2.08,replica discounted,0.423,0.367,S0255,1.89,4,32.67,14,15,0,3.795308,0.002509,127.11,0
P0256,Bomber Jacket Varsity,Fashion,3456.89,48.5,2.45,445,1.77,refurbished limited,0.578,0.512,S0256,2.67,,18.89,10,12,0,0.691378,0.005506,118.82,0
P0257,Gas Stove 2 Burner,Home,3214.67,28.9,3.67,423,1.26,discounted imported,0.756,0.723,S0257,3.78,22,8.45,5,6,1,0.642934,0.008677,106.02,1
P0258,Nail Art Kit Complete,Beauty,1234.56,,4.67,245,0.62,premium authentic,0.912,0.901,S0258,4.89,44,1.89,2,1,1,0.246912,0.019061,57.63,1
P0259,Jenga Tower Game,Toys,892.67,12.8,4.23,178,0.73,authentic genuine,0.867,0.856,S0259,4.45,34,2.89,3,2,1,0.178534,0.023764,54.14,1
P0260,Chickpea Flour Besan,Grocery,456.78,6.5,4.56,98,0.44,imported original,0.901,0.889,S0260,4.67,40,1.98,,1,1,0.091356,0.046531,29.64,1
P0261,RAM DDR4 16GB,Electronics,5678.9,56.8,2.12,567,1.94,discounted replica,0.489,0.423,S0261,,7,26.89,12,14,0,1.13578,0.003739,120.43,0
P0262,Ethnic Dress Kurta Set,Fashion,2876.45,23.4,4.01,356,0.98,premium sealed,0.845,0.823,S0262,4.34,31,4.12,3,3,1,0.57529,0.011264,93.83,1
P0263,Mixer Grinder 750W,Home,4567.89,33.6,3.45,489,1.44,replica refurbished,0.712,0.667,S0263,3.12,17,11.23,7,8,0,0.913578,0.007056,115.91,0
P0265,Soft Ball Cricket Set,Toys,1567.89,17.3,4.34,245,0.81,genuine warranty,0.878,0.867,S0265,4.56,36,3.12,3,2,1,0.313578,0.017714,75.07,1
P0266,Sunflower Seeds Roasted,Grocery,678.23,8.7,4.45,112,0.53,imported premium,0.889,0.878,S0266,4.78,42,2.01,2,1,1,0.135646,0.039732,38.72,1
P0267,All in One Desktop PC,Electronics,34567.89,68.9,1.78,823,2.11,discounted replica,0.412,0.356,S0267,1.67,3,34.56,,15,0,6.913578,0.002163,122.61,0
P0268,Scarf Wool Muffler,Fashion,,16.4,4.45,267,0.78,premium warranty,0.889,0.867,S0268,4.67,38,2.89,3,2,1,,0.016667,72.98,1
P0269,Inverter 1500VA,Home,9876.23,45.8,2.78,601,1.79,refurbished limited,0.601,0.545,S0269,2.89,13,18.67,10,11,0,1.975246,0.004626,127.36,0
P0270,Face Wash Charcoal,Beauty,567.89,7.4,4.67,145,0.49,authentic original,0.912,0.901,S0270,4.78,43,1.89,2,1,1,0.113578,0.032207,34.56,1
P0271,Plush Unicorn Toy,Toys,1234.56,14.6,4.12,,0.72,premium genuine,0.867,0.856,S0271,4.34,33,2.89,3,2,1,0.246912,0.018969,60.15,1
P0272,Ragi Flour Millet,Grocery,567.34,7.8,4.34,98,0.47,imported sealed,0.878,0.867,S0272,4.56,38,2.23,2,1,1,0.113468,0.044286,33.85,1
P0273,Webcam 4K Pro,Electronics,7890.45,61.3,2.01,645,2.01,replica discounted,0.467,0.401,S0273,1.98,5,29.45,13,14,0,1.57809,,123.21,0
P0274,Running Shorts Quick Dry,Fashion,892.45,11.2,4.56,178,0.61,genuine sealed,0.901,0.889,S0274,4.67,40,2.23,2,1,1,0.17849,0.025618,51.07,1
P0275,Toaster Oven 25L,Home,6789.12,38.4,3.23,512,1.53,discounted imported,0.689,0.656,S0275,3.45,19,11.67,,8,0,1.357824,0.006309,124.06,0
P0276,Lip Scrub Sugar,Beauty,345.67,5.1,4.89,89,0.36,premium authentic,0.934,0.923,S0276,4.91,47,1.45,2,0,1,0.069134,0.054944,24.94,1
P0277,Play Kitchen Accessories,Toys,2345.89,21.7,4.23,298,0.89,authentic genuine,0.867,0.845,S0277,4.45,34,3.45,3,3,1,0.469178,0.014195,91.79,1
P0278,Jasmine Rice Thai,Grocery,1456.78,,4.12,156,0.71,imported original,0.867,0.854,S0278,4.34,35,2.89,3,2,1,0.291356,0.02641,60.78,1
P0279,External SSD 1TB,Electronics,8976.54,47.9,2.67,578,1.81,refurbished replica,0.589,0.523,S0279,2.56,9,19.89,10,12,0,1.795308,0.004619,127.89,0
P0280,Formal Belt Leather,Fashion,678.9,9.3,4.67,134,0.55,premium warranty,0.912,0.901,S0280,4.78,41,2.01,2,1,1,0.13578,0.034851,43.43,1
P0281,Hot Plate Induction,Home,3456.78,29.8,3.78,445,1.27,discounted warranty,0.767,0.734,S0281,3.89,24,8.12,5,5,1,0.691356,0.008494,112.61,1
P0282,Brow Gel Tinted,Beauty,456.78,6.1,,112,0.43,authentic premium,0.923,0.912,S0282,4.89,45,1.67,2,1,1,0.091356,0.040822,29.86,1
P0283,Toy Drum Musical,Toys,892.67,12.3,4.34,167,0.68,premium original,0.878,0.867,S0283,4.56,37,2.78,3,2,1,0.178534,0.025988,53.38,1
P0284,Pumpkin Seeds Raw,Grocery,1234.89,13.9,4.23,145,0.69,imported sealed,0.867,0.856,S0284,4.45,36,2.89,2,2,1,0.246978,0.029172,58.8,1
P0285,Power Supply 750W,Electronics,4567.23,52.6,2.34,489,1.87,discounted replica,0.512,0.456,S0285,2.45,8,23.78,11,13,0,0.913446,0.004785,123.13,0
P0286,Denim Skirt Mini,Fashion,1567.89,16.9,4.34,267,0.79,premium sealed,0.878,0.867,S0286,4.67,38,3.01,3,2,1,0.313578,0.016255,73.32,1
P0287,Ceiling Fan 48 inch,Home,2876.45,25.7,3.89,389,1.09,genuine imported,0.801,0.778,S0287,4.01,26,6.23,4,4,1,0.57529,0.01,99.96,1
P0288,Hair Mask Deep Condition,Beauty,1678.9,15.3,4.67,298,0.66,authentic premium,0.901,0.889,S0288,4.78,42,2.12,2,1,1,0.33578,0.015671,71.45,1
P0289,Magnetic Drawing Board,Toys,678.45,10.5,4.56,145,0.58,genuine sealed,0.901,0.889,S0289,4.89,44,2.01,2,1,1,0.13569,0.031448,47.88,1
P0290,Oats Steel Cut Organic,Grocery,892.34,10.4,4.45,123,0.59,imported premium,0.889,0.878,S0290,4.67,40,2.23,2,1,1,0.178468,0.036179,46.28,1
P0291,Tablet Android 8 inch,Electronics,12345.67,55.4,2.12,689,1.95,replica discounted,0.498,0.445,S0291,2.01,6,26.78,12,14,0,2.469134,0.003077,117.45,0
P0292,Track Jacket Sporty,Fashion,2134.56,22.6,4.12,334,0.94,premium warranty,0.856,0.834,S0292,4.34,32,3.78,3,3,1,0.426912,0.012335,93.11,1
P0293,Drill Machine Cordless,Home,7654.32,42.1,2.89,545,1.68,refurbished limited,0.656,0.601,S0293,2.78,12,15.89,8,10,0,1.530864,0.005303,121.69,0
P0294,Compact Blush Shimmer,Beauty,678.23,,4.78,156,0.51,premium authentic,0.923,0.912,S0294,4.91,47,1.56,2,1,1,0.135646,0.030641,32.35,1
P0295,Building Crane Toy,Toys,1876.45,19.2,4.23,278,0.88,authentic genuine,0.867,0.856,S0295,4.45,35,3.23,3,2,1,0.37529,0.015216,81.22,1
P0296,Chia Jam Sugar Free,Grocery,1456.78,16.2,4.12,167,0.76,imported original,0.867,0.854,S0296,4.34,34,3.12,3,2,1,0.291356,0.024671,66.74,1
P0297,PC Cabinet RGB,Electronics,5678.9,49.3,2.56,523,1.84,discounted replica,0.545,0.489,S0297,2.67,10,21.23,10,12,0,1.13578,0.004894,126.22,0
P0298,Jogger Pants Cotton,Fashion,1987.45,18.8,4.34,312,0.86,genuine warranty,0.867,0.845,S0298,4.56,35,3.34,3,3,1,0.39749,0.01391,81.58,1
P0299,Chimney 60cm Autoclean,Home,11234.56,48.9,2.78,623,1.82,replica limited,0.601,0.556,S0299,2.89,13,19.67,10,11,0,2.246912,0.004462,135.97,0
P0300,Face Mist Hydrating,Beauty,892.45,9.8,4.67,189,0.56,authentic premium,0.912,0.901,S0300,4.78,43,1.89,2,1,1,0.17849,0.024709,45.77,1
P0301,Slime Kit DIY,Toys,567.89,8.6,4.56,123,0.5,premium original,0.912,0.901,S0301,4.67,40,2.12,2,1,1,0.113578,0.037073,39.22,1
P0302,Tamarind Paste Concentrate,Grocery,678.45,8.9,4.34,112,0.54,imported sealed,0.878,0.867,S0302,4.56,38,2.23,2,1,1,0.13569,0.03875,38.63,1
P0303,Thermal Printer POS,Electronics,9876.54,53.7,2.23,612,1.92,discounted replica,0.523,0.467,S0303,2.34,8,24.89,12,13,0,1.975308,0.003643,119.76,0
P0304,Shrug Long Sleeve,Fashion,1234.89,14.3,4.45,245,0.73,premium sealed,0.889,0.867,S0304,4.67,37,2.89,3,2,1,0.246978,0.018163,63.64,1
P0305,Water Filter UV Purifier,Home,8765.43,44.6,2.89,578,1.73,refurbished limited,0.634,0.589,S0305,2.78,11,17.45,9,11,0,1.753086,0.005,128.91,0
P0306,Eyeshadow Palette Nude,Beauty,1987.45,17.8,4.56,334,0.74,authentic premium,0.901,0.889,S0306,4.78,41,2.45,2,2,1,0.39749,0.013653,81.18,1
P0307,Rubiks Cube Speed,Toys,456.78,7.2,4.78,112,0.47,genuine sealed,0.923,0.912,S0307,4.89,45,1.78,2,1,1,0.091356,0.042679,34.41,1
P0308,Lentils Mixed Dal,Grocery,892.67,10.9,4.23,134,0.62,imported original,0.867,0.856,S0308,4.45,36,2.67,2,2,1,0.178534,0.031567,46.11,1
